objectid,name,address,address2,municipal,state,zipcode,latitude,longitude,prim_type
420,Country Farm,79 Maple St, ,Danvers,MA,1923,42.585748,-70.97863,Convenience
421,Country Farm,494 Westford St, ,Lowell,MA,1851,42.633939,-71.333478,Convenience
422,Country Farm,56 Aiken Ave, ,Lowell,MA,1850,42.658243,-71.311991,Convenience
423,Country Farm,2317 County St, ,Somerset,MA,2726,41.763823,-71.140695,Convenience
424,Country Farm,285 Winthrop St, ,Taunton,MA,2780,41.889586,-71.119182,Convenience
425,Country Farm,119 E Main St, ,Webster,MA,1570,42.059069,-71.866168,Convenience
426,Country Farms,429 Washington St, ,Holliston,MA,1746,42.211041,-71.426087,Convenience
427,Country Farms,53 Hamilton St, ,Southbridge,MA,1550,42.077139,-72.034454,Convenience
428,Country Food Store,380 N Main St, ,Brockton,MA,2301,42.09337,-71.019711,Convenience
429,Country Store,212 North St, ,Foxboro,MA,2035,42.102264,-71.25961,Convenience
430,Country Store,1022 Amostown Rd, ,West Springfield,MA,1089,42.126302,-72.659002,Convenience
431,Country Store Inc,Simonds Rd, ,Williamstown,MA,1267,42.697703,-73.225348,Convenience
432,Countryside Store,334 Somers Rd, ,East Longmeadow,MA,1028,42.053737,-72.492896,Convenience
433,County Street Mini Mart,140 Smithies St, ,Fall River,MA,2723,41.685097,-71.123183,Convenience
434,Courthouse Convenience,505 Washington St, ,Dorchester Ctr,MA,2124,42.294025,-71.07199,Convenience
435,Cove Convenience,559 Shirley St, ,Winthrop,MA,2152,42.370621,-70.970482,Convenience
436,Cow Farm Mini Mart,2 Coes Sq, ,Worcester,MA,1603,42.249091,-71.832388,Convenience
437,Cozy Mini Market,1 North Ave, ,Attleboro,MA,2703,41.952744,-71.295872,Convenience
438,Cranes Variety,37 Main St, ,Woburn,MA,1801,42.467211,-71.146662,Convenience
439,Crossing Variety,48 Winter St, ,Boston,MA,2108,42.355963,-71.062025,Convenience
440,Crossroads Variety,1 Main St, ,Sutton,MA,1590,42.093932,-71.74679,Convenience
441,Crown Colony Lobby Shop,1200 Crown Colony Dr, ,Quincy,MA,2169,42.230729,-71.017727,Convenience
442,Cruz Market,237 Bowdoin St, ,Dorchester,MA,2122,42.305987,-71.067226,Convenience
443,Cruz Mini Mart,883 Main St, ,Worcester,MA,1610,42.2527,-71.817532,Convenience
444,Cumberland Farms,68 Main St, ,Fairhaven,MA,2719,41.63743,-70.905424,Convenience
445,Cumberland Farms,413 Wareham Rd, ,Marion,MA,2738,41.715001,-70.770743,Convenience
446,Cummings Beer & Wine,950 Cummings Ctr, ,Beverly,MA,1915,42.557665,-70.887986,Convenience
447,D & D Convenience Store, , ,Boston,MA,2108,42.357979,-71.062564,Convenience
448,D & D Convenience Store,99 Magazine St, ,Cambridge,MA,2139,42.360491,-71.109916,Convenience
449,D & D Convenience Store,1002 Dorchester Ave, ,Dorchester,MA,2125,42.316578,-71.056634,Convenience
450,D & D Quickie Mart,132 Lewis St, ,Lynn,MA,1902,42.465781,-70.930818,Convenience
451,D & M Variety,522 S Bridge St, ,Holyoke,MA,1040,42.203913,-72.62289,Convenience
452,D & S Mini Market,158 Liberty St, ,New Bedford,MA,2740,41.638491,-70.941148,Convenience
453,D & S Mini Market II,478 Kempton St, ,New Bedford,MA,2740,41.636636,-70.937723,Convenience
454,D & T Convenience Store,813 Western Ave, ,Lynn,MA,1905,42.46056,-70.968284,Convenience
455,D & T Market,291 Shirley St, ,Winthrop,MA,2152,42.377022,-70.974622,Convenience
456,D A Ave,446 Hyde Park Ave, ,Roslindale,MA,2131,42.285191,-71.118645,Convenience
457,D B Mart,120 S Washington St, ,North Attleboro,MA,2760,41.978048,-71.333998,Convenience
458,D E's Convenience Inc,160 Brooks St, ,Medford,MA,2155,42.427308,-71.12856,Convenience
459,D J's Convenience Store,72 Houghton St, ,Worcester,MA,1604,42.251999,-71.785385,Convenience
460,D J's Variety,42 Washington St, ,Ipswich,MA,1938,42.681172,-70.844829,Convenience
461,D N D Convienence Store,734 Blue Hill Ave, ,Dorchester,MA,2121,42.299755,-71.086236,Convenience
462,Dad's Place Variety Store,222 Hatherly Rd, ,Scituate,MA,2066,42.215484,-70.740691,Convenience
463,Dad's Variety Store,1081 State St, ,Springfield,MA,1109,42.113628,-72.554019,Convenience
464,Daily Market,9 Hartford St, ,Framingham,MA,1702,42.28884,-71.408882,Convenience
465,Daily Mart,371 Holly St, ,Framingham,MA,1701,42.303293,-71.401186,Convenience
466,Dairy Market,96 Maple St, ,Holyoke,MA,1040,42.209566,-72.606333,Convenience
467,Dairy Mart,50 Morgan Rd, ,West Springfield,MA,1089,42.129825,-72.62801,Convenience
468,Dairy Mart,221 Main St, ,Woburn,MA,1801,42.475252,-71.149508,Convenience
469,Dairy Mart Convenience,263 Beale St, ,Quincy,MA,2170,42.261701,-71.025346,Convenience
470,Dairy Mart Convenience,2701 Boston Rd, ,Wilbraham,MA,1095,42.150816,-72.429811,Convenience
471,Dairy Mart Convenience,295 Burncoat St, ,Worcester,MA,1606,42.312029,-71.794709,Convenience
472,Dale's Corner,142 Dickinson St, ,Springfield,MA,1108,42.090432,-72.566056,Convenience
473,Dalton Avenue Variety,71 Dalton Ave, ,Pittsfield,MA,1201,42.457257,-73.230351,Convenience
474,Dan's Convenient Mart,103 Hancock St, ,Everett,MA,2149,42.413413,-71.055583,Convenience
475,Dandeb Inc,68 Raymond St, ,Falmouth,MA,2540,41.554091,-70.594836,Convenience
476,Danielson Market Inc,134 Massachusetts Ave, ,Arlington,MA,2474,42.403929,-71.140318,Convenience
477,Day & Night,671 State St, ,Springfield,MA,1109,42.109816,-72.569729,Convenience
478,Day & Nite Convenience,251 W Central St, ,Natick,MA,1760,42.282626,-71.392401,Convenience
479,DB Mart,52 E Central St, ,Franklin,MA,2038,42.081831,-71.395203,Convenience
480,DB Mart,Route 16, ,Mendon,MA,1756,42.105361,-71.552859,Convenience
481,DB Mart,35 Gar Hwy, ,Swansea,MA,2777,41.74125,-71.1876,Convenience
482,Dedham Convenience Store,69 Cedar St, ,Dedham,MA,2026,42.241053,-71.155322,Convenience
483,Dedham Express Mini Market,224 Bussey St, ,Dedham,MA,2026,42.249091,-71.154894,Convenience
484,Dedham Square Convenience Str,4 Baron Park Ln # 25, ,Burlington,MA,1803,42.499169,-71.221914,Convenience
485,Dedham Square Convenience Str,382 Washington St, ,Dedham,MA,2026,42.247968,-71.173608,Convenience
486,Dees Corner 3 Convenience,108a Western Ave, ,Lynn,MA,1904,42.481152,-70.94481,Convenience
487,Dees Corner Convenience Store,108 Western Ave, ,Lynn,MA,1904,42.481152,-70.94481,Convenience
488,Delight Corner,32 Oxford St, ,Boston,MA,2111,42.351522,-71.060226,Convenience
489,Delights Corner,34 Oxford St, ,Boston,MA,2111,42.351547,-71.060297,Convenience
490,Denise's,185 North End Blvd, ,Salisbury,MA,1952,42.843031,-70.86361,Convenience
491,Desh Inc,163 W Wyoming Ave, ,Melrose,MA,2176,42.453776,-71.075046,Convenience
492,Despensa Familiar Convenience,35 Lexington St, ,Waltham,MA,2452,42.39305,-71.224184,Convenience
493,Destinations At Brickstone Sq,200 Brickstone Sq # G11, ,Andover,MA,1810,42.674573,-71.145981,Convenience
494,Development Convenience Inc,219 Highland Ave, ,Somerville,MA,2143,42.390425,-71.107918,Convenience
495,Dexter Corner,52 Dexter Ave, ,Watertown,MA,2472,42.368468,-71.160804,Convenience
